word,meaning
fend,"'to take care of yourself', 'The fox was released into the wild when it was old enough tofendfor itself.', '', 'The police officerfended offthe blows with his riot shield.'"
crafty,"'devious, sly, artero, taimado, astuto, zorro', '', 'There are times when the only way to win is by acraftyreinterpretation of the rules.'"
dibs,"'claim on sth, me lo pido, canté pri', '', ""I've got dibs on the front seat!"", ''"
lip-sync,"'mime singing, hacer playback.', '', 'I was very disappointed to see that the singer was only lip-synching to a recording.', ''"
soap opera,"'culebrón, drama serial', 'Algerians are nowadays much more drawn to Turkishsoap operasthan to French programmes'"
sleazy,"'sórdido', '', '', 'He was caught in a sleazy bar with a couple of hookers.', 'hooker: prostitute'"
scrawl,"'scribble, write carelessly, garabatear'"
flog,"'beat, whip', '', 'The mutinous sailors were flogged for their insubordination.', '', 'whip: látigo, azotar, fustigar'"
firecracker,"'(small firework) petardo', '', 'The dog hides under the bed when firecrackers go off.', ''"
fanny,"'female genitals (vulg, slang)', '', 'Fanny Hill (a novel)', '', 'fanny pack: riñonera', 'pouch worn round the waist', 'belt bag(US)', 'bum bag(UK)', '', 'pouch: small bag'"
repeal,"'revocar, abolir, derogar (una ley)'"
graft,"'injertar // trabajar duro', 'Liz Truss said British workers needed more graft.'"
draughty,"'con corrientes de aire (US: drafty)', '', ""UK households tend to consume more energy due to the UK's older, draughtier, housing stock."", '', '', 'The old house was drafty due to its ill-fitted windows.', 'draught beer: cerveza de barril.', '', 'drought: sequía'"
malarkey,"'chorradas, bobadas, nonsense (informal)'"
cinder,"'ceniza, carbonilla', '', 'The cinders were still glowing red in the fireplace after several hours.', ''"
chieftain,"'head of a tribe, clan'"
bombshell,"'sexy woman, bombón', 'shocking news, bombazo'"
bellow,"'barritar (elefante), bramar, rugir, mugir, (person) gritar', ""fuelle: the smith's bellow"", '', 'below: debajo de'"
tot,"'infante', 'TV programmes for tinytots.', 'Atotof whisky.', ""The trip isn't really that cheap when youtoteverything up."""
jack-of-all-trades,"'que hace, sirve para todo', ""It's safe to say that Python is a truejack of all trades, and little wonder because this language is very popular among professionals."""
squishy,"'soft and wet', '', '', 'Erin cringed when she stepped in something warm and squishy.', ''"
spleen,'bazo // anger'
spineless,"'invertebrate // coward, weak', '', '', 'I could never date a spineless guy like Ted; I need a strong guy like Luke.', ''"
slew,"'To turn or slide suddenly in another direction; to make a vehicle do this.', 'girar bruscamente', 'The car skidded andslewedsideways.', '', 'a slew of sth; un montón'"
smirk,"'smile smugly, scornfully', 'sonreír con suficiencia'"
scurry,"'apresurarse, move hurriedly', 'When the bell rang, the children scurried inside the school.'"
mutiny,"'motín', ""Discontent among the ship's crew finally led to the outbreak ofmutiny."""
muffle,"'sound: desden, amortiguar', 'He tried tomufflethe alarm clock by putting it under his pillow.'"
"bone dry, parched","'extremely dry, parched', 'parched: reseco, dried out'"
tight-lipped,'refusing to speak'
teem,"'swarm, pulular', '', 'The salmon were teeming in the icy river water.', 'teem with: abundar, rebosar', '', 'The North Atlantic once teemed with cod.', ''"
snappy,"'brisk, fast, rápido, enérgico', '', 'Susie is a snappy worker; she finishes assignments very quickly', 'irritable', '', '', 'Watch out, the boss is snappy today and yelling at everyone who gets in his way.', ''"
scoff at,"'mock, deride, burlarse', '', 'They scoffed at my proposal to improve the school.', ''"
rattle,"'hacer ruido de traqueteo', 'rattlesnake: serpiente de cascabel'"
feisty,"'enérgico, peleón', '', 'He gets feisty when he talks about politics.', ''"
critter,"'us) bicho, living animal', '', 'A hole in the screen indicated that a critter had come in during the night', ''"
gumption,"'courage, determination', 'Voicing your opinion to those you respect takesgumption.'"
scab,"'costra, skin: crusted wound // esquirol', '', 'That scab will never heal if you keep picking at it.', ''"
raffle,"'rifa, sorteo', 'The ticket number of a raffle winner', ''"
dexterous,"'diestro, hábil, skilled with your hands', 'Dexterous distribution utilization!'"
headbutt,"'cabezazo, violent blow made with the head', ''"
leverage,"'palanca / take advantage of', 'Leverage data cleaning and manipulation to uncover insights into theAirbnb marketof New York City.'"
unsung,"'no reconocido, no valorado, ignorado, olvidado', 'Kyle is the unsung hero of the football team; he always works hard to support the other players.'"
unruly,"'indisciplinado, rebelde, difficult to control', 'He struggled hard to control hisunrulyemotions.'"
munch,"'chew noisily // eat enthusiastically', ""Who's munching popcorn so loudly?"", 'The kids were happily munching on pizza.'"
sulk vs sullen,"'sulk: enfurruñarse', 'sullen: hosco, huraño'"
green fingers,"'fondness of or skill at gardening', 'Hosepipe ban:green-fingeredhomeowners are dismayed as their sun-scorched plants perish in the heat.'"
grass on sb,"'chivarse (inform on)', 'People told tograss onneighbours who flout hosepipe ban.'"
hustings,"'campaña electoral', ""Truss' hustings speech interrupted by activists."""
flaky,"'hojaldrado', 'flaky pastry: masa de hojaldre', '', 'I used flaky pastry to make this recipe.', 'fig: person unreliable', '', ""I wouldn't employ her. She's too flaky."", ''"
lingo,"'jargon, jerga', '', 'To be taken seriously in business meetings, you have to use the lingo', ''"
buzzword,"'trendy term, palabra de moda'"
the home stretch,"'la recta final, el último tramo', '', ""You're on the home stretch now."""
tipple,"'alcoholic drink (informal)', '', ""A pair of sisters thought to be Britain's oldest twins have celebrated their 103rd birthday and declared a bedtimetipplethe secret to their long lives."""
spurt,"'chorro, salir a chorro', '(squirt?)'"
overhaul,"'revamp, renovación, revisión', '', ""Russia's invasion of Ukraine, which China has tacitly supported, has also served as a wakeup call to Taipei, which is now looking tooverhaultraining and tactics."""
throes,"'agonía, dolor intenso', '', 'The bull was mortally wounded and thethroesof death were terrible to watch.', '', 'Despite her determination to have a natural birth, the new mother found she needed drugs to help her through thethroesof labour.'"
nail-biting,"'emocionante, para\xa0 comerse las uñas.', 'Many polls predicted a nail-biting race. But when it came down to it, almost 60% voted against the change,'"
lido,"'UK, outdoor swimming facility'"
unmanned,"'no tripulado/ sin personal', ""or, in Zawahiri's case, from an unmanned drone."""
handyman,"'empleado de mantenimiento / manitas', 'Mrs. Winters hired a handyman to clean her gutters', 'Man employed ti do odd jobs'"
grub,"'maggot, larva'"
munging (data),"'the process of changing data into another format', 'Python has long been great for data munging and preparation', ''"
entrench,"'atrincherar, establish firmly', 'The government is seeking to entrench property rights in the constitution.'"
cull,'sacrificar animales para descender población'
adjourn,"'aplazar, diferir, posponer', '', '', ""Let's adjourn the meeting until we know for sure that this project has the go-ahead."", ''"
tacky,"'hortera, chabacano, cutre', '', 'The shelves were filled with tacky ornaments.', 'crass, vulgar, grosero', '', ""That guy gives me the creeps; he's always making tacky remarks."", ''"
pop quiz,"'examen, prueba sorpresa', 'If I had done my homework I might not have failed the pop quiz today'"
come to grips with,"'captar, pillar el sentido', ""Now that you've come to grips with the scope of variables..."""
flattery,"'adulación', 'Praise that is not sincere, especially in order to obtain something from somebody.', 'Sometimes, idealistic people are put off the whole business of networking as something tainted byflatteryand the pursuit of selfish advantage. But virtue in obscurity is rewarded only in Heaven. To succeed in this world you have to be known to people.'"
downright,"'absoluto, completo, realmente, sumamente, extremadamente', 'Used as a way of emphasizing something negative or unpleasant.', ""It's not just stupid—it'sdownrightdangerous."", 'His room was a downright mess.', '', 'The roads are getting downright dangerous with the heavy snow.', ''"
randy,"'lustful, lascivo, lujurioso, cachondo', 'Bobby felt randy whenever he saw his girlfriend in a bikini.'"
hosepipe,"'garden hose, manguera', 'hosepipe ban has been established in England during the summer.'"
bubbly,"'espumoso, champán', 'Shall we open a bottle of bubbly to celebrate?'"
slapstick,"'involving physical comedy, bufonesco', '', 'She did a slapstick piece in which she fell over a chair.', 'Boris Johnson was never willing to miss a good slapstick opportunity.'"
catfish,"'siluro // hacerse pasar por otro en internet', '', 'Natalie was embarrassed that she had been catfished by a man she thought would become her husband.', ''"
blob,"'shapeless mass // (of paint): mancha, borrón, gota', ""I couldn't identify the green blob she put on my plate."", 'You spilled a blob of paint on the floor.'"
bide your time,"'esperar el momento, aguardar', 'He decided tobidehis time until he got an opportunity to talk to her alone.'"
stilt,"'zanco, pilote', 'An economy built on stilts.', 'The two brothers practiced walking on stilts', '', 'The houses along the river are built on stilts.', ''"
gridlock,"'traffic jam (tailback: long traffic jam)', 'He blamed the gridlocks on the French.', 'There was a huge accident, so we were stuck in agridlockfor over an hour.'"
fluff,"'pelusa // fig. banalidad, trivialidad //\xa0 pifiar', '', '', ""I'd rather watch a documentary film than this romantic fluff."", 'The actor fluffed his lines several times during the performance.'"
dig,"'.../ (fig) pulla, indirecta', ""To undermine coworker's confidence with sly (astuto, taimado) digs."""
picket line,"'piquete', 'The people in thepicket lineblocked all access to the factory.'"
underdog,"'expected loser', 'Sunak is the underdog'"
speak over,"'Sunak spoke over Truss during the debate.', '', 'Speaking over"" someone is used typically to describea form of vocal interruption where the speaker attempts to interrupt by speaking at the same time, but louder than the person he is interrupting. Effectively trying to drown out the other\'s voice with his own louder voice.'"
vibe,"'rollo, vibración, atmósfera', '""just for the sake of sharing positive vibes and encouraging people to get outside more"".'"
to throw barbs,'lanzarse pullas'
tailback,"'long traffic jam', '', 'Several people were late for work because of the tailback.', ''"
douse,"'empapar, mojar; extinguir', 'To stop a fire from burning by pouring water over it; to put out a light.', '', ""About three months later hedousedher with petrol at her father's home and set her alight. She suffered burns to 90% of her body and died two weeks later."""
fall out,"'friends: quarrel. Distanciarse, reñir', ""Theyfell outafter Mr Trump accused Mr Pence of failing to block President Joe Biden's election victory in 2020."""
snag,"'unexpected problem / saliente, desgarrón, enganchón', '', ""I'm afraid there's a snag; we won't be able to finish the project by the deadline."", '', '', 'My daughter always seems to snag her clothes', '', '', 'Alan snagged his trousers on a bramble (zarzas) as he walked along the forest path.', ''"
wrangle,"'discutir, pelear, reñir', 'Data wrangling—also called data cleaning, data remediation, or data munging—refers toa variety of processes designed to transform raw data into more readily used formats'"
handout,"'folleto volante, nota', '// limosna'"
gobble,"'comer deprisa, engullir, tragar, devorar', 'Theygobbleddown all the sandwiches.'"
flunk,"'suspender, catear'"
catchphrase,"'latiguillo, muletilla, eslogan, lema', 'A popular phrase that is connected with the politician or entertainer who used it and made it famous.'"
huff,"'resoplar', 'To say something or make a noise in a way that shows you are offended or annoyed'"
sweltering heat,"'calor abrasador, sofocante', ""Be careful going outside today; it's sweltering."""
decoy,"'señuelo, reclamo'"
vying,"'disputar, competir, rivalizar', '\'The chair of the foreign affairs committee has been eliminated in the third round of voting, leaving four candidatesvyingto be prime minister.""'"
silly goose,"'(slang) sb foolish or childish', 'ganso, pavo (gansada, pavada)'"
reprieve,"'indultar', '', 'Neil was condemned to death, but reprieved at the last minute and given a lesser punishment.', ''"
flail,"'agitarse, sacudirse', '', 'Chuck flails and kicks in his sleep', ''"
faze,"'perturbar, desconcertar', 'Even though the situation looked dangerous, the challenge did not faze Brett.'"
amenable,"'agreeable, willing, dispuesto', ""We'll make the trip this afternoon, if your parents are amenable."""
pique sb's interest,"'Despertar el interés', 'Your mention of a job vacancy has really piqued my interest.'"
unwieldy,"'cumbersome, difícil de manejar', 'Large amount of data is always unwieldy'"
pliable,"'plegable, maleable, flexible', 'Facts are stubborn, but statustics are more pliable.'"
lurch,"'move abruptly, sacudirse, dar tumbos', 'Italy lurches into crisis', 'The tree lurched back and forth in the strong wind.'"
ail,"'aquejar, afligir', 'They discussed the problemsailingthe steel industry.'"
avail,"'servir, ser útil', 'What avails it to live without happiness?'"
tad,"'poco, poquito', 'Please move over a tad so that I can sit down.'"
tally,"'count, cómputo, cuenta, conteo', ""He has equalled Sampras' tally at Wimbledom."""
rove,"'wander, vagar, recorrer', 'The mugger roved around the subways, looking for victims.'"
abhor,"'aborrecer', 'Sheabhorsany form of cruelty towards animals'"
gullible,"'easily deceived, crédulo, ingenuo, inocente', '', 'Dana is so gullible, she would believe anything.', ''"
sequin,'lentejuela'
prance,"'brincar, dar saltos, cabriolas // andar a grandes pasos para exhibirse, caminar pavoneándose'"
ruse,"'ardid, treta, artimaña, subterfugio'"
lewd,"'lascivo, lujurioso, libidinoso', '', 'He was arrested for lewd behaviour in a public place.', ''"
matt,"'mate', 'Prints are available onmattor glossy paper.'"
harry,"'harass, pester, acosar, hostigar repetidamente', 'She has been harried by the press all week.'"
indentation,"'sangría', 'When creating a new paragraph, some writers use indentation on the first line.'"
bloodshot,"'inyectado en sangre', 'My left eye is bloodshot and sore.'"
gripes,"'queja', 'What are your biggest gripes?'"
sprain,"'esguince', '', 'The football player had to pull out of the game because of a sprain.', ''"
slur,"'mascullar, farfullar // difamar, calumniar', '', 'Brian had had a lot to drink and was slurring his words', '', '', 'Linda was angry about the way the newspapers had slurred her.', ''"
appliance,'electrodoméstico'
unfaithful,"'infiel', '', 'It took some time, but Adrian forgave his wife for being unfaithful', ''"
quip,"'ocurrencia, salida', '""Show them our pecs!""', ""Boris Johnson's quip calling on fellow leaders of the world's seven richest countries - the G7 - plus the European Union, to show some serious muscle has become the stand-out moment of their meeting in a luxury German hotel."""
bareback,"'without saddle, ""a pelo"" (sin condón)', 'Putin is famously fond of bare-back horse riding for the cameras.', '', ""To avoid unwanted pregnancy, don't do it bareback."", ''"
sideburn,'patilla'
stardust,"'(fig) encanto, embeleso', 'The Hollywood stars sprinkled the town with their stardust when they visited.'"
grope,"'tantear, ir a tientas // dondle sexually, meter mano, toquetear', 'We had to grope along the ledge in the dark.', 'The young woman was groping her boyfriend.'"
estranged,"'partner: separado.', 'family: distanciado', 'She has not been in touch with her estranged husband in years', 'He becameestrangedfrom his family after the argument.'"
clout,"'tortazo, bofetada // peso, influencia', '', 'If we were naughty as children, we knew to expect a clout round the ear', '', '', ""The director's opinion carries a lot of clout"", ''"
mite,"'ácaro', 'But what about pore cleaning mites like Demodex folliculorum that spend their entire life living deep in our faces?'"
tidings,"'news (archaic)', '', ""We bring tidings of the king's abdication!"", ''"
deflect,"'desviar', ""I don't want to be the embarrassment of the galaxy to have had the power todeflectan asteroid, and then not and end up going extinct. We'd be the laughingstock of the aliens of the cosmos if that were the case."""
surplus,"'excedente', 'Farming and foodsurplusesled to the division of labor.'"
alloy,"'aleación', '', 'Brass (latón) is an alloy of copper and zinc', 'The new car features alloy wheels. (llantas d aleación)', 'The scientist alloyed tin (estaño) with copper to make bronze.', ''"
bespoke,"'hecho a medida, custom-made', '', ""This tailor specialises in men's bespoke suits."", 'Cookies, they say, give you a more bespoke version of the site.'"
quaint,"'pintoresco (old fashioned but charming)', '', 'What a quaint thatched cottage!', ''"
sham,"'engaño, farsa', 'She felt trapped in ashamof a marriage'"
lass,"'chavala', ""Who's the new lass working in reception?"""
red herring,"'falsa pista, maniobra distractiva', 'Agatha Christie used red herrings in her books to keep readers guessing'"
spout,"'pitorro, caño', '', 'Ellen tipped the jug so that the milk ran out of the spout', ''"
brittle,"'quebradizo, frágil', '', 'The doctor said that Alan had brittle bones.', ''"
nosy (nosey),"'entrometido, chismoso', '', 'Paul tried to keep the nosy neighbors out of his garden.', ''"
in harm's way,"'in danger, en peligro'"
line up,"'alineación, reparto, formar fila', 'At first glance they are an unlikely line up for aid workers in a war zone'"
pulp,"'sensacionalista, popular', '', 'Naomi likes reading pulp novels.', ''"
contrive,"'arreglárselas, ingeniárselas', '', 'They somehow contrived to arrive hours earlier than we did.', ''"
swoon,"'She swooned at the thought of meeting him in the flesh.', '(embelesarse, desmayarse)'"
shimmy,"'sacudirse, menearse', 'Marcie shimmied in the water to warm herself up.'"
overdrive,"'a toda marcha, a toda máquina', '', ""Jack put the car in overdrive to get to the hospital in time for his son's birth."", ''"
showdown,"'enfrentamiento', '', 'Management are facing ashowdownwith union members today.'"
nay,"'Such a policy is difficult, nay impossible.', '(es más, mejor dicho)'"
relent,"'Nancy begged her husband to stop smoking and he finally relented. (ceder, transigir, acceder)'"
staunch,"'He has been a staunch opponent of...', '(acérrimo, firme, sólido)'"
scruffy,"""Stubble may still have a rugged feel but instead of scruffy (desaliñado) it's now considered sophisticated and stylish."""
squirt,'Squirt: salir a chorro.'
rift,"'The earthquake caused a rift to appear across the highway.', 'The argument has caused a rift between these two neighbors.'"
infirmity,"enfermedad, dolencia, debilidad."
glib,"simplista, superficial, fácil. Be careful not to make any sarcastic or glib remarks when you talk to the boss."
gentry,upper class.
foxhole,"den of a fox, madriguera. trench. The soldiers dove into the foxhole for cover when the assault began."
engrossed,"absorto, abstraído, ensimismado. Karen didn't even look up from her magazine when I said hello, she was so engrossed."
disingenuius,"incincere, falso, hipócrita."
defame,difamar.
dastardly,"cruel, vil. Guy Fawkes and his cronies failed in their dastardly plot to blow up the Houses of Parliament."
cumbersome,"large, hard to carry, voluminoso, incómodo para llevar."
caboose,"end carriage of freight train, furgón de cola."
bookmaker,"person who takes bets, corredor de apuestas."
bib,babero.The baby's bib was smeared with porridge.
belfry,"bell tower of a church, campanario, espadaña.As part of our tour of the church, we climbed 300 steps to the belfry."
beanie,"close-fitting woollen hat, gorro de lana."
barf,"us, vomit, throw up."
bangle,"bracelet, pulsera.Nerys wears a lot of bangles that jingle when she moves."
assuage,"calm, allay, aliviar, mitigar, aplacar. The Prime Minister made a speech aimed at assuaging people's fears following the attack."
artsy,"uk, arty: artistic, creative.My girlfriend is very artsy and is always working on a painting or drawing."
arraign,"culpar, encausar, to formally accuse someone in court."
twain,two.
tryst,"cita, encuentro amoroso.The lovers agreed on a tryst at nightfall."
seesaw,columpio balancín.
referral,"derivación, volante.My doctor gave me a referral to a surgeon.The doctor gave him a  referral  to a specialist to further evaluate his condition."
purveyor,"supplier, proveedor.The company looked for a new purveyor in China."
outpouring,"efusión, flujo.After her father died, Jessica received an outpouring of sympathy from her friends."
namesake,"tocayo.Michael Jordan is my namesake, but, sadly, I'm nothing like him."
middleman,"intermediary, intermediario.The middlemen negotiated on behalf of their clients."
loopy,"eccentric, crazy, chiflado, pirado."
lackey,"lacayo, servil"
juncture,"point in time, punto, momento crítico.The negotiations reached a juncture when the deadline approached and no decisions were made."
juggernaut,"destructive and unstoppable, apisonadora, fuerza de la naturaleza.The company is a juggernaut in their industry."
jitters,"nervousness, escalofríos, canguelo.It's normal to get the jitters in an empty house on a stormy night."
jazzy,"colourfully stylish, llamativo, chillón.That jazzy sweater is so colorful."
hydrant,"water pump, boca de riego, toma de agua."
homemaker,"person who runs a household, ama de casa."
hapless,"unlucky, desafortunado, desgraciado, desventurado.Many hapless tourists are swindled every year."
goatee,"perilla, barba de chivo.I think Howard's goatee looks silly; he should shave it off."
flabby,"fofo, soft and hanging loosely.Marco has become pretty flabby since he stopped going to the gym."
figurehead,mascarón de proa. Figura destacada
dunce,"stupid person, cabeza hueca, zoquete, memo."
dejected,desanimado
dearth,"lack, escasez, carencia.There was a dearth of creativity in the class."
belated,"late, delayed.Sorry for the belated birthday gift."
begrudge,"envy, envidiar.I don't begrudge them their success; they've worked hard for it."
backwater,"A quiet and isolated place where not much happens.As a child living in an Australian backwater, I dreamed of visiting a big city."
auburn,"reddish-brown, castaño rojizo, caoba."
wrecker,desguazador.
turnstile,"device for passing a fence, torno de paso.You have to pay the fee before you go through the turnstile."
threadbare,"worn, shabby, harapiento, hecho jirones."
stanza,poem: estrofa.The first stanza of the poem is the one most people know.
sputter,"spray saliva.The speaker sputtered during his speech, spraying some audience members with saliva.balbucear, to speak quickly in a confused or excited way."
shifty,"dishonest looking, evasivo.shifty-eyed: de mirada esquiva."
sass,"a disrespectful back talk, descaro, desvergüenza.The teacher doesn't take any sass from anybody."
reprise,"music: repetition, bis.reprisal: represalia."
recoup,"recover, regaine.The company recouped their losses by raising the price of their next product."
prude,"mojigato, prim and proper (correcto, formal) person.Rafael is such a prude that he won't even swear.prim: puritano, remilgado."
pleat,"fold in fabric, pliegue.Do you like trousers with pleats or without?"
revel,"enjoy greatly, to tale great pleasure or joy in sth.The small boy revelled in the rare praise from his strict teacher."
mulch,"compost, mantillo."
malaise,emotional unease.
lode,"vein of ore, veta, filón.The miner discovered a huge lode of silver."
lockout,workplace closure.The company responded to the strike with a lockout that lasted for over a week.
lisp,"speech impediment, ceceo.Because of his lisp, the boy spent years in speech therapy."
landlocked,A place that has no sea around it.Austria is a landlocked country.
kipper,"smoked herring, arenque ahumado.The kipper was served with mustard on rye bread."
humbug,"patrañas, nonsense, rubbish.He claimed to be a millionaire, but it was all humbug."
hopper,"container, dispenser, tolva.The stove is fed by a hopper with motor control."
governess,institutriz.
frazzled,"exhausted, rendido, hecho polvo.Marie felt frazzled after her first full day teaching kindergarten."
espouse,"cause, opinion: embrace, apoyar, patrocinar.She espoused the cause of the worker's rights."
drawbridge,puente levadizo.The castle is secured by a most and a drawbridge.
ravish,"(archaic, literary) rape.To fill someone with strong emotions, especially joy.encantar, extasiar, embelesar, cautivar.The beautiful sunset ravished everyone who saw it."
curtail,"cut short, acortar, abreviar, resumir.We curtailed our vacation when the weather changed.restrict, restringir, limitar."
crock,"clay pot, vasija, cántaro.The old woman had a shelf full of crocks for storing nuts and grains."
convoluted,"complicated, enrevesado.Your argument's too convoluted for others to follow."
clerical,de oficina.Julie is searching for a clerical position.del clero.The priest changed out of his clerical clothing.
breadwinner,The person who earns money to support a family.
abet,"assist or enable a crime, ser cómplice, incitar, inducir.Mark was charged with abetting the murder.Margret did not commit the crime, but she abetted the person who did."
visor,"brim of a cap, front part of a helmet, visera."
unassuming,modest.Luke is an unassuming young man who doesn't like to be the centre of attention.
tweezers,"small pincers, pinzas.Have you tried getting the splinter (sliver of wood, espina) out with tweezers?She used tweezers to puck her eyebrows."
tussle,"fight, scuffle.The boys got in a tussle about who would go first."
truss,"structural frame.Before going home, the contractor installed the final roof truss."
tithe,diezmo.
streamer,"serpentina, cinta.The children attached ribbon streamers to their bicycles."
stalwart,"loyal supporter, incondicional, fiel, leal.The stalwarts of the club would not allow the rules to be changed."
slob,"informal, person: messy, guarro, desaliñado, A person who is lazy and dirty or untidy.Marion's such a slob; she never cleans up after herself.slobber: drool, baba, babeo.When the boy woke up, a puddle of slobber was on the pillow next to his face.The dog slobbered on the car seat."
sequester,"isolate.Due to the high-profile nature of the case, the judge decided to sequester the jury. confiscate.Pending completion of the trial, authorities have sequestered the defendant's assets."
scathing,"critical, hurtful, mordaz, cáustico, feroz.The papers today are full of scathing reviews of my book."
poky,small and cramped.The business traveler grew tired of her poky hotel room and upgraded to a suite.
nifty,"us, informal: great, excellent.Daniel showed me a nifty trick on his computer."
mettle,"strength of character, temple, entereza.Soldiers should be men of mettle."
limestone,caliza.Tom traveled to explore limestone caves in Europe.
klutz,"us, slang, clumsy person, torpe, negado, patoso."
guzzle,"eat or drink greedily.devorar, engullir."
guild,gremio.Many actors and writers decide to join their respective guilds.
ghoul,"demonio, espíritu maligno.ghoulish: macabro."
foal,"potro, potrillo."
filibuster,obstruccionismo parlamentario.
echelon,"rank, escalón, nivel, grado.The upper echelons of the army are very loyal to the President."
devolve,"delegate (duty, power), traspasar.The government is thinking of devolving some powers to the provinces."
despondent,"gloomy, abatido, desalentado, desanimado.Each day without news makes them more despondent."
broach,"subject: bring up, traer a colación.I am not sure how to broach the matter of the missing payment with my employer."
bookworm,"avid reader, ratón de biblioteca."
boarder,"pupilo.When Jean lost her job, she was forced to take in a boarder to make ends meet."
afoot,"happening, going on, en marcha, que se avecina.The office is very quiet today; something strange is afoot!"
wanderlust,"desire to travel, espíritu viajero.Beth took a cruise around the world to satisfy her wanderlust."
vapid,"soso, insulso, insípido.The politician gave a vapid speech."
temperance,"moderation, restraint, templanza, moderación, sobriedad.It's smart to use temperance when you go to holiday parties so you don't overindulge."
sycophant,"obsequious person, adulador.The dictator surrounded himself with sycophants."
stunner,mujer despampanante. Una maravilla.
stickler,"person who insists on sth, insistente.She is a stickler for cleanliness."
squelch,"chapoteo, sound: splash, squish.We squelched through the thick mud as the rain continued."
snicker,"snigger.laugh snidely (sneering, sarcástico, malicioso).say with a snide laugh, risita."
saunter,"walk at leisurely pace, amble."
putty,"sealing substance, masilla.Tina sealed the leak in the window with putty."
primer,A book for teaching children or beginners the basics about a subject.Can you recommend a good primer on auto mechanics?
peruse,"read thoroughly, leer detenidamenteI didn't have time to peruse your article this morning."
pensive,"thoughtful, thinking, pensativo.Bob was pensive, looking out the window, thinking about his ex-wife."
nab,to catch or arrest someone.The police managed to catch the thief.
marksman,"tirador, skilled with gun.Skilled marksmen always hit their targets."
mallet,mazo.
laud,"elogiar, alabar, praise."
kudos,"glory, praise, recognition, renombre, fama, prestigio.Greg deserves kudos for his spectacular show."
humdrum,"dull, aburrido, monótono.Stuart is quickly irritated by humdrum tasks and craves excitement."
hoarse,"ronco, raw rough voice.I'm hoarse from so much laughing and singing last night."
gawk,"mirar boquiabierto, mirar embobado.The comedian expected the audience to laugh, but they just gawked, offended by his joke."
gangway,"pasarela, pasillo."
fledgling,"young bird, polluelo.We found a fledgling that had fallen to the ground.novato, principiante."
earmark,"señalar, reservar para cierto uso, poner aparte.We have earmarked the chairs in the corner for tomorrow's ceremony."
demure,"tímido, modesto, recatado.The boy is (has been made) quite demure when grown-ups are around."
collarbone,clavícula.
caucus,"us, candidate selection meeting.The Democratic caucus will take place in two weeks."
ascendancy,"influence, power, ascendiente."
unsound,"poco sano, enfermo.not firm or secure, endeble, quebradizo, poco sólido.The building is structurally unsound and will be demolished."
quench,"saciar, aplacar, calmar.Water quenches thirst better than fruit juice.unquenchable: insaciable."
turpentine,"trementina, aguarrás, paint thinner.Add a little turpentine to thin the paint."
tumbler,vaso.Mark poured some soda into a tumbler.
tepid,"tibio.Martha slid into the tepid bath water, shivering."
spoof,"parody, joke, a humorous imitation.You can find lots of spoofs of famous film scenes on the internet."
snotty,"mocoso, runny-nosed.Many of the children in the kindergarten class were snotty when the weather changed suddenly.fig: rude and arrogant, acting superior.""You can't tell me what to do,"" the snotty child told his teacher."
sleaze,"immorality, corrupción, sordidez, asquerosidad.The politician's career was dogged by accusations of sleaze."
shrub,"bush, arbusto, mata.Richard planted a shrub in his garden."
shrivel,"shrink, dry up, marchitarse, secarse, arrugarse.Grapes shrivel up into raisins."
scrabble,"claw your way, arañar.With great effort, the prisoners scrabbled through the air duct.The man scrabbled at the wall of the well, trying to find a way to climb out.to search quickly and with difficulty, often using your hands in a desperate manner.She was scrabbling in her purse looking for her keys."
repentant,"remorseful, arrepentido, contrito.The repentant sinner went to confession to beg for forgiveness."
homebody,"domestic person, persona hogareña."
hanker,"yearn, anhelar, ansiar, añorar.Micah has been hankering after a blueberry bagel all day."
forthright,"outspoken, direct, directo, sincero, franco.Alex likes forthright women who speak their minds."
fleck,"small speck, manchita, mota, salpicadura.A fleck of blue paint had dried on Lena's cheek."
entreat,"plea with, rogar, suplicar.The criminal entreated the judge to be lenient."
tarnish,"metal: loose shine, deslustrar.Brass (latón) and silver both tarnish easily.fig, reputation: stain, mancillar.Allegations of sexual misconduct tarnished his reputation."
duvet,"quilt, edredón."
construe,"interpret, interpretar.Sally's version of the story could be construed in two ways."
cinch,"easy to do, pan comido, a piece of cake.I'll teach you how to bake cookies; it's a cinch!"
bran,salvado.Various types of bran provide a high amount of fiber.
botch,"poor or bungled work, chapuza.I botched the assignment because I misunderstood the instructions."
wonky,"sth not straight, not balanced, or doesn't work correctly.The table is wonky and wobbles when you lean on it."
skimp,"be stingy, escatimar, cicatear, racanear.Many old people skimp on food in order to enable them to pay the bills.skimpflation, shrinkflation."
wordplay,"exchange of wit or punning, juego de palabras."
tinfoil,"aluminium foil, silver paper."
sterling,"esterlina.excellent, excelente, admirable.The boss was sorry to see Patricia go, as she had done sterling work during her time with the company."
rhinestone,a shiny piece of plastic or glass that looks like a diamond.
gurney,"stretcher (us), camilla.The paramedics put the victim on a gurney and brought him to the ambulance."
moot,Not important or not worth discussing because it has been resolved or it will never happen.
peal,"Repique, a loud sound of bells."
pageantry,Pompa. A grand and impressive display.
pique,"anger, ira, rencor, resentimiento."
pooch,"dog, chucho."
preppy,"us, style like a prep. school student, pijo."
anything-goes,"not restricted dress, conduct, todo vale."
